crawldate,platform,category_id,category,priceoriginal,discountrate,imageurl,producturl,badges,rank,rank_change_text,productcode,productname,brandname,rating,reviewcount,source
2025-12-16-20-21,AMAZON,,Skin Care Products,27679.0,,"https://images-na.ssl-images-amazon.com/images/I/71Mcspt-6AL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Medicube-Zero-Pore-Pads-Dual-Textured/dp/B09V7Z4TJG/ref=zg_bs_g_11060451_d_sccl_2/136-0276595-4086370?psc=1,,2,,B09V7Z4TJG,"Medicube Zero Pore Pads 2.0, Dual-Textured Facial Toner Pads for Exfoliation and Pore Care with 4.5% AHA Lactic Acid & 0.45% BHA Salicylic Acid, Ideal for All Skin Types, Korean Skin Care (70 units)",,4.6,13547,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,24882.0,,"https://images-na.ssl-images-amazon.com/images/I/51Qiwz3ZiaL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Biodance-Bio-Collagen-Tightening-Hydrating-Molecular/dp/B0B2RM68G2/ref=zg_bs_g_11060451_d_sccl_3/136-0276595-4086370?psc=1,,3,,B0B2RM68G2,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare, Stocking Stuffers for Teen Girls | 1.19oz(34g) x 4ea",,4.4,30038,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,32146.0,,"https://images-na.ssl-images-amazon.com/images/I/71klB9KjwIL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Under-Eye-Patches-Gold-24-Pairs/dp/B014E2D6BY/ref=zg_bs_g_11060451_d_sccl_4/136-0276595-4086370?psc=1,,4,,B014E2D6BY,"grace & stella Award Winning Under Eye Mask - Stocking Stuffers for Women - Gifts for Teenage Girls - Gel Eye Patches for Dark Circles, Puffy Eyes, Undereye Bags - Vegan - Self Care (24 Pairs, Gold)",,4.3,40435,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,27826.0,,"https://images-na.ssl-images-amazon.com/images/I/51Kx4Wt+VqL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Mighty-Patch-Hydrocolloid-Absorbing-count/dp/B074PVTPBW/ref=zg_bs_g_11060451_d_sccl_5/136-0276595-4086370?psc=1,,5,,B074PVTPBW,Mighty Patch™ Original patch from Hero Cosmetics – The #1 Hydrocolloid Acne Pimple Patch for Shrinking Zits and Whiteheads in 1 use; Nighttime Spot Stickers for Face and Skin (36 Count),,4.6,179562,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,21821.0,,"https://images-na.ssl-images-amazon.com/images/I/61c5EovDcyL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/medicube-Collagen-Niacinamide-Freeze-Dried-Hydrolyzed/dp/B0DGPSZVW3/ref=zg_bs_g_11060451_d_sccl_6/136-0276595-4086370?psc=1,,6,,B0DGPSZVW3,medicube Collagen Jelly Cream- Niacinamide & Freeze-Dried Hydrolyzed Collagen - Boosts skin's barrier hydration and gives 24h Glow & Lifted Look - Korean skincare (1.69 Fl Oz (Pack of 1)),,4.4,15265,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,43687.0,,"https://images-na.ssl-images-amazon.com/images/I/61occWCJN-L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Medicube-Collagen-Wrapping-Elasticity-Hydration/dp/B0BRMYHMS5/ref=zg_bs_g_11060451_d_sccl_7/136-0276595-4086370?psc=1,,7,,B0BRMYHMS5,"medicube Collagen Overnight Wrapping Peel Off Facial Mask Pack - Elasticity & Hydration Care, Reduces Sagging & Dullness - Hydrolyzed Collagen For Glowing Skin - Korean Skin Care, 2.53 fl.oz",,4.5,16085,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,49794.0,,"https://images-na.ssl-images-amazon.com/images/I/81tZIwPhoNL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/SOL-JANEIRO-Bum-Jet-Set/dp/B0B4HKNDLQ/ref=zg_bs_g_11060451_d_sccl_8/136-0276595-4086370?psc=1,,8,,B0B4HKNDLQ,SOL DE JANEIRO Jet Set | Travel Shower Kit,,4.7,15432,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,10515.0,,"https://images-na.ssl-images-amazon.com/images/I/71AcerMgjnL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/MRS-MEYERS-CLEAN-DAY-Biodegradable/dp/B00262227E/ref=zg_bs_g_11060451_d_sccl_9/136-0276595-4086370?psc=1,,9,,B00262227E,"MRS. MEYER'S CLEAN DAY Liquid Hand Soap Refill, Cruelty Free and Biodegradable Formula, Lavender Scent, 33 Fl Oz (Pack of 1)",,4.7,192018,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,35148.0,,"https://images-na.ssl-images-amazon.com/images/I/51jCSE9-6FL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Summer-Fridays-Lip-Butter-Balm/dp/B0C42HJRBF/ref=zg_bs_g_11060451_d_sccl_10/136-0276595-4086370?psc=1,,10,,B0C42HJRBF,"Summer Fridays Tinted Lip Butter Balm - Conditioning Vegan Lip Balm for Instant Moisture, Shine & Hydration - Sheer-Tinted, Soothing Skincare - Pink Sugar (.5 Oz)",,4.7,6874,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,14616.0,,"https://images-na.ssl-images-amazon.com/images/I/51bThha-95L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/eos-Moisturizing-Nourishing-Phthalate-Sensitive/dp/B0DPHQRLJC/ref=zg_bs_g_11060451_d_sccl_11/136-0276595-4086370?psc=1,,11,,B0DPHQRLJC,"eos Shea Better Cashmere Body Wash, Vanilla Cashmere, Moisturizing, pH Balanced Body Wash, Creamy Gel Formula, Paraben & Phthalate Free, Sensitive Skin, 16 fl oz",,4.8,9193,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,26288.0,,"https://images-na.ssl-images-amazon.com/images/I/81NxTNUf1WL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Clean-Skin-Club-Disposable-Sensitive/dp/B07PBXXNCY/ref=zg_bs_g_11060451_d_sccl_12/136-0276595-4086370?psc=1,,12,,B07PBXXNCY,"Clean Skin Club Clean Towels XL®, 100% USDA Biobased Face Towel, Disposable Face Towelette, Eczema Association Accepted, Makeup Remover Dry Wipes, Ultra Soft, 1 Pack, 50 Ct",,4.8,40130,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,7323.0,,"https://images-na.ssl-images-amazon.com/images/I/61KMb6HGVVL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/l-f-Moisturizing-Hyaluronic-Cruelty-free-Strawberry/dp/B0C7W6GW8P/ref=zg_bs_g_11060451_d_sccl_13/136-0276595-4086370?psc=1,,13,,B0C7W6GW8P,"e.l.f. Squeeze Me Lip Balm, Moisturizing Lip Balm For A Sheer Tint Of Color, Infused With Hyaluronic Acid, Vegan & Cruelty-free, Strawberry",,4.5,16792,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,14601.0,,"https://images-na.ssl-images-amazon.com/images/I/71eFYqXRGoL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Neutrogena-Cleansing-Towelettes-Waterproof-Alcohol-Free/dp/B00U2VQZDS/ref=zg_bs_g_11060451_d_sccl_14/136-0276595-4086370?psc=1,,14,상승,B00U2VQZDS,"Neutrogena Makeup Remover Wipes Micellar Alcohol-Free Face Towelettes Remove Waterproof Mascara & Oil, Compostable 100% Plant-Based Cloth, Dermatologist & Ophthalmologist Tested, Twin Pack 2 x 25 ct",,4.8,115210,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,27826.0,,"https://images-na.ssl-images-amazon.com/images/I/61An0jiJFvL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/medicube-overnight-elasticity-hydrating-moisturizing/dp/B0DGTMR754/ref=zg_bs_g_11060451_d_sccl_15/136-0276595-4086370?psc=1,,15,,B0DGTMR754,"medicube Salmon DNA PDRN pink collagen jelly gel mask | overnight face mask for glass glow skin- elasticity, hydrating, firming and moisturizing | korean skincare, 28g, 4ea",,4.5,5605,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,11716.0,,"https://images-na.ssl-images-amazon.com/images/I/71t7jocZ9UL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Aquaphor-Lip-Repair-Stick-Soothes/dp/B07SRRLVQ1/ref=zg_bs_g_11060451_d_sccl_16/136-0276595-4086370?psc=1,,16,,B07SRRLVQ1,"Aquaphor Lip Repair Stick, Moisturizing Lip Balm Pack, Relieves Dryness, Holiday Gifts for Self Care, 0.17 Oz Stick, Pack of 2",,4.6,29568,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,15348.0,,"https://images-na.ssl-images-amazon.com/images/I/81GLsWhqANL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Lip-Balm-Strawberry-Responsibly-Tint-Free/dp/B01MRH7MR4/ref=zg_bs_g_11060451_d_sccl_17/136-0276595-4086370?psc=1,,17,,B01MRH7MR4,"Burt's Bees Lip Balm, Beeswax, Strawberry, Coconut and Pear, and Vanilla Bean Pack, With Responsibly Sourced Beeswax, Tint-Free, Natural Lip Treatment, 4 Tubes, 0.15 oz.",,4.8,69052,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,15348.0,,"https://images-na.ssl-images-amazon.com/images/I/81OXAAN9o7L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Burts-Bees-Moisturizing-Original-Peppermint/dp/B0054LHI5A/ref=zg_bs_g_11060451_d_sccl_18/136-0276595-4086370?psc=1,,18,,B0054LHI5A,"Burt's Bees Lip Balm - Original Beeswax, Lip Moisturizer With Responsibly Sourced Beeswax, Tint-Free, Natural Origin Conditioning Treatment, 4 Tubes, 0.15 oz.",,4.8,67659,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,29276.0,,"https://images-na.ssl-images-amazon.com/images/I/615DOoCI6xL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/medicube-Niacinamide-Hydrating-Moisturizing-Skincare/dp/B0DBF65JYY/ref=zg_bs_g_11060451_d_sccl_19/136-0276595-4086370?psc=1,,19,,B0DBF65JYY,"medicube Salmon DNA PDRN Pink Peptide Serum, Pink glow serum, Peptide, Niacinamide, Hydrating & Moisturizing & Firming, Uneven Skin Tone, Korean Skincare | 1.01 fl.oz. (1.01 fl.oz., Salmon DNA PDRN)",,4.6,8394,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,11702.0,,"https://images-na.ssl-images-amazon.com/images/I/51C1U1zggIL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Tree-Hut-Variety-Strawberry-Champaine/dp/B0BX2TZZWG/ref=zg_bs_g_11060451_d_sccl_20/136-0276595-4086370?psc=1,,20,,B0BX2TZZWG,"Tree Hut Vanilla Shea Sugar Exfoliating & Hydrating Body Scrub, 18 oz",,4.7,12461,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,35148.0,,"https://images-na.ssl-images-amazon.com/images/I/51H5SkeGANL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Laneige-Sleeping-Berry/dp/B07XXPHQZK/ref=zg_bs_g_11060451_d_sccl_21/136-0276595-4086370?psc=1,,21,,B07XXPHQZK,"LANEIGE Lip Sleeping Mask: Nourish, Hydrate, Vitamin C, Murumuru & Shea Butter, Antioxidants, Flaky, Dry Lips",,4.6,53598,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,19039.0,,"https://images-na.ssl-images-amazon.com/images/I/51bC4vVdkOL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Ordinary-Exfoliating-Brightening-Smoothing-Even-Looking/dp/B071914GGL/ref=zg_bs_g_11060451_d_sccl_22/136-0276595-4086370?psc=1,,22,,B071914GGL,"The Ordinary Glycolic Acid 7% Exfoliating Toner, Brightening and Smoothing Daily Toner for More Even-Looking Skin Tone",,4.7,38035,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,36598.0,,"https://images-na.ssl-images-amazon.com/images/I/51x78epntaL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Roche-Posay-Toleriane-Double-Repair-Moisturizer/dp/B01N9SPQHQ/ref=zg_bs_g_11060451_d_sccl_23/136-0276595-4086370?psc=1,,23,,B01N9SPQHQ,"La Roche-Posay Toleriane Double Repair Face Moisturizer, Daily Moisturizer Face Cream with Ceramide & Niacinamide for All Skin Types, Immediate Comfort & Long Lasting Hydration, Fragrance Free",,4.6,47606,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,27826.0,,"https://images-na.ssl-images-amazon.com/images/I/71DVWpXOqGL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Laneige-Lip-Glowy-Balm-Berry/dp/B07DY2QRF6/ref=zg_bs_g_11060451_d_sccl_24/136-0276595-4086370?psc=1,,24,,B07DY2QRF6,"LANEIGE Lip Glowy Balm: Sheer Tinted Lip Moisturizer with Shea Butter, for Hydrating Shine & Soft Lips",,4.7,33778,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,14469.0,,"https://images-na.ssl-images-amazon.com/images/I/713tzBRSP+L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/PanOxyl-Foaming-Peroxide-Strength-Antimicrobial/dp/B081KL2QYJ/ref=zg_bs_g_11060451_d_sccl_25/136-0276595-4086370?psc=1,,25,,B081KL2QYJ,"PanOxyl Acne Foaming Wash Benzoyl Peroxide 10% Maximum Strength Antimicrobial, 5.5 Oz",,4.6,75292,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,29144.0,,"https://images-na.ssl-images-amazon.com/images/I/71m8aGBgXqL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Medicube-Vitamin-Golden-Capsule-Moisturizer/dp/B0D2Z3GGCY/ref=zg_bs_g_11060451_d_sccl_26/136-0276595-4086370?psc=1,,26,,B0D2Z3GGCY,"medicube Deep Vitamin C Golden Capsule Face Moisturizer - Liposome Capsules For Wrinkles, Skin Radiance - Transparent Gel for Glow Hydration - Korean Skin Care 1.94 oz",,4.6,10102,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,27767.0,,"https://images-na.ssl-images-amazon.com/images/I/61EidjXUBrL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=zg_bs_g_11060451_d_sccl_27/136-0276595-4086370?psc=1,,27,,B00TTD9BRC,"CeraVe Moisturizing Cream, Body and Face Moisturizer for Dry Skin, Body Cream with Hyaluronic Acid and Ceramides, Daily Moisturizer, Oil-Free, Fragrance Free, Non-Comedogenic, 19 Ounce",,4.7,139270,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,7308.0,,"https://images-na.ssl-images-amazon.com/images/I/71iiONXM6PL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Lip-Smacker-Unicorn-Magic-Ounce/dp/B077XC7K7V/ref=zg_bs_g_11060451_d_sccl_28/136-0276595-4086370?psc=1,,28,,B077XC7K7V,"Lip Smacker Lippy Pals Unicorn, Flavored Moisturizing & Smoothing Soft Shine Lip Balm, Hydrating & Protecting Fun Tasty Flavors, Cruelty-Free & Vegan - Unicorn Magic",,4.7,38894,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,36613.0,,"https://images-na.ssl-images-amazon.com/images/I/61KTR69R5vL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Dr-Melaxin-Peeling-Ampoule-Exfoliating-Blackheads/dp/B0DJPB7H94/ref=zg_bs_g_11060451_d_sccl_29/136-0276595-4086370?psc=1,,29,,B0DJPB7H94,Dr.Melaxin Peel Shot Glow Rice Peeling Ampoule 80ml Daily Soft Exfoliating Face and Body Scrub Dead Skin Cells Blackhead Remover for All Skin Types korean skin care,,4.3,5767,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,14499.0,,"https://images-na.ssl-images-amazon.com/images/I/61eH32lVpdL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Ordinary-Hyaluronic-Acid-2-30ml/dp/B01MYEZPC8/ref=zg_bs_g_11060451_d_sccl_30/136-0276595-4086370?psc=1,,30,,B01MYEZPC8,"The Ordinary Hyaluronic Acid 2% + B5 (with Ceramides), Multi-Depth Hydration Serum for Plumper, Smoother Skin",,4.7,29124,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,13181.0,,"https://images-na.ssl-images-amazon.com/images/I/71XaExUGVeL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/l-f-Moisturizing-Hyaluronic-Cruelty-Free-Watermelon/dp/B0D442G15L/ref=zg_bs_g_11060451_d_sccl_31/136-0276595-4086370?psc=1,,31,,B0D442G15L,"e.l.f. Squeeze Me More Lip Balm Duo, Moisturizing Balm For A Sheer Tint Of Color, Made With Hyaluronic Acid, Vegan & Cruelty-Free, Mango & Watermelon",,4.7,2449,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,7645.0,,"https://images-na.ssl-images-amazon.com/images/I/71l+pZbRX-L._AC_UL300_SR300,200_.jpg",https://www.amazon.com/eos-Organic-Stick-Lip-Balm/dp/B01M59RMWJ/ref=zg_bs_g_11060451_d_sccl_32/136-0276595-4086370?psc=1,,32,,B01M59RMWJ,"eos 100% Natural & Organic Lip Balm Sticks - Vanilla Bean, All Natural Lip Balm, All-Day Moisture, Dermatologist Recommended, 0.14 oz, 2-Pack",,4.7,24452,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,30740.0,,"https://images-na.ssl-images-amazon.com/images/I/51Hyi1zkxYL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/dalba-Piedmont-Light-weight-Moisturizer-Comedogenic/dp/B0BFQ9RD5B/ref=zg_bs_g_11060451_d_sccl_33/136-0276595-4086370?psc=1,,33,,B0BFQ9RD5B,"d'alba Piedmont Italian White Truffle First Spray Serum, Vegan Skin Care, Light-weight Face Moisturizer, Glow Serum for Radiant Skin, Non Comedogenic, All In One Mist, Korean Skin Care (3.38 fl oz.)",,4.4,27510,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,29510.0,,"https://images-na.ssl-images-amazon.com/images/I/51A52ReAuLL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=zg_bs_g_11060451_d_sccl_34/136-0276595-4086370?psc=1,,34,,B07RK4HST7,"CeraVe Daily Moisturizing Lotion for Dry Skin, Body Lotion & Face Moisturizer with Hyaluronic Acid and Ceramides, Daily Moisturizer, Fragrance Free, Oil-Free, 19 Ounce",,4.7,139085,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,23388.0,,"https://images-na.ssl-images-amazon.com/images/I/51DbQev1thL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/CeraVe-Hydrating-Facial-Cleanser-Fragrance/dp/B01MSSDEPK/ref=zg_bs_g_11060451_d_sccl_35/136-0276595-4086370?psc=1,,35,,B01MSSDEPK,"CeraVe Hydrating Facial Cleanser, Moisturizing Face Wash For Dry Skin, Hyaluronic Acid + Ceramides + Glycerin, Hydrating Cleanser For Normal To Dry Skin, National Eczema Association Certified",,4.7,126350,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,8787.0,,"https://images-na.ssl-images-amazon.com/images/I/61QBAJHZNhL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Ordinary-Niacinamide-10-Zinc-30ml/dp/B01MDTVZTZ/ref=zg_bs_g_11060451_d_sccl_36/136-0276595-4086370?psc=1,,36,,B01MDTVZTZ,"The Ordinary Niacinamide 10% + Zinc 1%, Smoothing Serum for Blemish-Prone Skin",,4.7,44016,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,11702.0,,"https://images-na.ssl-images-amazon.com/images/I/71yGikMfrYL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Tree-Hut-Stripping-Moisture-Hydrating/dp/B0D4NKT1TH/ref=zg_bs_g_11060451_d_sccl_37/136-0276595-4086370?psc=1,,37,,B0D4NKT1TH,"Tree Hut Vanilla Foaming Gel Wash, Moisturizing & Hydrating Body Wash with Shea Butter, Gently Cleanses for Soft, Fresh & Radiant Skin, Holiday Gift & Stocking Stuffer, 18 fl oz",,4.6,12096,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,30755.0,,"https://images-na.ssl-images-amazon.com/images/I/71twa5qKjNL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Dr-Squatch-Natural-Variety-Birchwood/dp/B09YJXC1WJ/ref=zg_bs_g_11060451_d_sccl_38/136-0276595-4086370?psc=1,,38,,B09YJXC1WJ,"Dr. Squatch Natural Bar Soap for Men - Cold Process Soap with No Harsh Chemicals - Wood Barrel Bourbon, Fresh Falls & Birchwood Breeze (5 oz, 3-Pack)",,4.5,84979,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,12243.0,,"https://images-na.ssl-images-amazon.com/images/I/81Ta2BPnr1L._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Aquaphor-Repair-Tube-Blister-Ounce/dp/B06XDCPYYL/ref=zg_bs_g_11060451_d_sccl_39/136-0276595-4086370?psc=1,,39,,B06XDCPYYL,"Aquaphor Lip Repair Ointment, Moisturizing Lip Balm Pack, Relieves Dryness, Holiday Gifts for Self Care, 0.35 Tube, Pack of 2",,4.8,12704,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,11702.0,,"https://images-na.ssl-images-amazon.com/images/I/5185Sq0awQL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Tree-Hut-Hydrating-Exfoliating-Nourishing/dp/B07PR467S5/ref=zg_bs_g_11060451_d_sccl_40/136-0276595-4086370?psc=1,,40,,B07PR467S5,"Tree Hut Coco Colada Shea Sugar Scrub, 18 oz, Ultra Hydrating and Exfoliating Scrub for Nourishing Essential Body Care",,4.8,139654,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,16066.0,,"https://images-na.ssl-images-amazon.com/images/I/51+-P0B-cKL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Method-Body-Wash-Surf-28oz/dp/B0BT1WN3ZD/ref=zg_bs_g_11060451_d_sccl_41/136-0276595-4086370?psc=1,,41,,B0BT1WN3ZD,"Method Body Wash, Sea + Surf, Paraben and Phthalate Free, 28 oz, (Pack of 1)",,4.7,16174,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,26347.0,,"https://images-na.ssl-images-amazon.com/images/I/717F3ObzIeL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Roche-Posay-Toleriane-Purifying-Sensitive-Niacinamide/dp/B01N34XW93/ref=zg_bs_g_11060451_d_sccl_42/136-0276595-4086370?psc=1,,42,,B01N34XW93,"La Roche-Posay Toleriane Purifying Foaming Facial Cleanser, Oil Free Face Wash for Women & Men with Niacinamide + Ceramides, Pore Cleanser Safe For Sensitive Skin, Won’t Dry Out Skin, Soap Free",,4.7,45471,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,14264.0,,"https://images-na.ssl-images-amazon.com/images/I/61NBdUnnTKL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Aquaphor-Healing-Protectant-Avocado-Butter/dp/B09RYRCXKM/ref=zg_bs_g_11060451_d_sccl_43/136-0276595-4086370?psc=1,,43,,B09RYRCXKM,"Aquaphor Healing Balm Stick, Skin Protectant with Avocado Oil and Shea Butter, Holiday Gifts for Self Care, 0.65 Oz Stick",,4.8,12276,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,24604.0,,"https://images-na.ssl-images-amazon.com/images/I/71X3-073tkL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/LANEIGE-Midnight-Minis-Limited-Hydration/dp/B0F24ZZN95/ref=zg_bs_g_11060451_d_sccl_44/136-0276595-4086370?psc=1,,44,,B0F24ZZN95,"Laneige Skincare & Lip Care Holiday Gift Sets – Lip Mask, Water Bank, Lip Glowy Balm – Beauty Essentials for Gifting & Self-Care",,4.7,465,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,7279.0,,"https://images-na.ssl-images-amazon.com/images/I/71m4XN38OsL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/eos-Moisture-Super-Balm-Limited/dp/B0DXRJYY7X/ref=zg_bs_g_11060451_d_sccl_45/136-0276595-4086370?psc=1,,45,상승,B0DXRJYY7X,"eos 24H Moisture Super Balm - Marshmallow Fluff, Lip mask, Moisturizing, Lip Treatment, Limited-Edition Skincare, 0.35 fl oz",,4.6,1723,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,18658.0,,"https://images-na.ssl-images-amazon.com/images/I/71aFK5TQtKL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Maskiss-24k-Gold-Under-Patches/dp/B0BDD7D34M/ref=zg_bs_g_11060451_d_sccl_46/136-0276595-4086370?psc=1,,46,,B0BDD7D34M,"Maskiss 24k Gold Under Eye Patches (25 Pairs), eye mask, Collagen Skin Care Products, Eye Patches for Puffy Eyes, eye masks for dark circles and puffiness",,4.4,10991,amazon_best_seller
2025-12-16-20-21,AMAZON,,Skin Care Products,30330.0,,"https://images-na.ssl-images-amazon.com/images/I/91xmaxoSw3L._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Burts-Bees-Classics-Products-Giftable/dp/B00VK5SG46/ref=zg_bs_g_11060451_d_sccl_47/136-0276595-4086370?psc=1,,47,,B00VK5SG46,"Burt's Bees Gifts Ideas - Classics Set, 6 Products in Giftable Tin – Cuticle Cream, Hand Salve, Lip Balm, Res-Q Ointment, Hand Repair and Foot Cream",,4.7,30423,amazon_best_seller
